timestamp,open,high,low,close,volume
2022-10-28,6.0600,6.3250,5.9200,6.3100,1371782
2022-10-27,6.2400,6.4492,6.0050,6.0700,1712419
2022-10-26,6.1900,6.7300,6.0700,6.1300,2103894
2022-10-25,5.6000,6.2850,5.6000,6.2100,2681423
2022-10-24,5.6300,5.6300,5.3300,5.5600,1328817
2022-10-21,5.5600,5.7000,5.4300,5.6800,1874952
2022-10-20,5.7500,5.9250,5.5600,5.5700,2085270
2022-10-19,6.0800,6.0900,5.7150,5.8200,2116140
2022-10-18,6.5200,6.7700,6.1000,6.1900,1500668
2022-10-17,6.2000,6.3850,6.1500,6.2300,1904636
2022-10-14,6.8400,6.9700,6.0000,6.0050,1984189
2022-10-13,6.1400,6.7250,6.0450,6.7200,1619641
2022-10-12,6.5100,6.5800,6.2250,6.4800,1386077
2022-10-11,6.7100,6.8250,6.2700,6.5100,2279310
2022-10-10,7.4600,7.5000,6.7700,6.7900,1504280
2022-10-07,7.7100,7.7400,7.3700,7.4800,1544852
2022-10-06,8.0600,8.3300,7.8050,7.9600,1130801
2022-10-05,7.9300,8.1300,7.8100,8.1200,1544346
2022-10-04,8.1500,8.4800,8.0150,8.1500,2478273
2022-10-03,7.7300,8.0400,7.5200,7.9400,1660962
2022-09-30,7.4900,7.9800,7.3800,7.6000,1705997
2022-09-29,7.9200,8.0300,7.5300,7.5600,2622494
2022-09-28,7.5900,8.1100,7.5700,8.0400,2193570
2022-09-27,7.5800,7.7300,7.3400,7.5900,1891394
2022-09-26,7.2300,7.7490,7.1600,7.3500,2014419
2022-09-23,6.7200,7.2000,6.6850,7.1600,2115068
2022-09-22,7.0500,7.1400,6.6600,6.8600,2137475
2022-09-21,7.3500,7.5600,7.0700,7.1100,2110371
2022-09-20,7.2800,7.5400,7.2294,7.2900,1262818
2022-09-19,7.4600,7.6100,7.2500,7.4400,2206618
2022-09-16,8.0900,8.0900,7.6600,7.7000,12119041
2022-09-15,8.1000,8.6400,8.1000,8.3900,2771869
2022-09-14,7.7700,8.2500,7.5100,8.2300,2178527
2022-09-13,7.7700,8.0800,7.6500,7.7800,2432393
2022-09-12,8.0000,8.5000,7.9850,8.4900,2430167
2022-09-09,7.7700,7.9400,7.7100,7.9100,1554503
2022-09-08,7.3600,7.7950,7.2300,7.5900,1926219
2022-09-07,7.1400,7.5800,7.0600,7.5600,2208701
2022-09-06,6.9400,7.3700,6.8800,7.2200,2149626
2022-09-02,7.2000,7.2600,6.8100,6.8800,1642064
2022-09-01,7.0000,7.1400,6.7100,7.1300,2302000
2022-08-31,7.2900,7.3350,7.0400,7.1900,1329365
2022-08-30,7.2800,7.3050,6.9700,7.1100,1764820
2022-08-29,7.1300,7.4800,7.0750,7.1500,1420949
2022-08-26,7.7300,7.8450,7.3000,7.3300,2108486
2022-08-25,7.6800,7.8300,7.5550,7.7200,1368298
2022-08-24,7.5000,7.7000,7.4300,7.5900,1582458
2022-08-23,7.5000,7.8100,7.3300,7.5000,1588727
2022-08-22,7.4600,7.6700,7.3000,7.4300,2151783
2022-08-19,8.3600,8.3988,7.6900,7.7100,3025752
2022-08-18,8.5100,8.5900,8.2600,8.3200,1664955
2022-08-17,8.8600,8.9000,8.3700,8.5500,4358347
2022-08-16,9.2900,9.4400,8.9400,9.0700,3090314
2022-08-15,9.3500,9.4300,9.0500,9.3000,2552157
2022-08-12,9.5100,9.8300,9.2800,9.4900,2521260
2022-08-11,10.1300,10.6300,9.3700,9.3900,3264461
2022-08-10,9.6400,10.3500,9.6100,9.9800,4213354
2022-08-09,9.3300,9.3500,8.9300,9.0500,2008406
2022-08-08,9.6800,9.9700,9.2700,9.5300,3672599
2022-08-05,9.1100,9.5700,8.9900,9.4000,2470053
2022-08-04,9.8000,10.0986,9.6000,9.6100,2575048
2022-08-03,9.1300,9.8500,8.8300,9.7100,2930281
2022-08-02,8.8900,9.5700,8.8800,9.1500,3342484
2022-08-01,9.9600,10.0400,8.8801,8.9900,3805508
2022-07-29,9.9600,10.2900,9.7100,9.9600,2488484
2022-07-28,9.5600,10.1000,9.3800,10.0800,1459145
2022-07-27,9.4100,9.6850,9.1100,9.5600,1796485
2022-07-26,9.4500,9.4500,9.0700,9.1700,1504635
2022-07-25,9.7200,9.7200,9.2500,9.5700,1228409
2022-07-22,10.7500,10.8100,9.7200,9.8100,1913240
2022-07-21,10.0800,10.8527,9.9900,10.7700,2996488
2022-07-20,9.4000,10.1550,9.3200,10.0900,3269025
2022-07-19,9.1900,9.3800,8.9296,9.3000,2474299
2022-07-18,8.9000,9.5600,8.9000,9.0600,2799800
2022-07-15,8.8000,8.8700,8.3600,8.8500,2196922
2022-07-14,8.7400,8.7750,8.4800,8.5300,2358563
2022-07-13,8.2400,9.0600,8.2300,8.8300,2168393
2022-07-12,8.1800,8.8200,8.0200,8.5800,1810942
2022-07-11,8.6300,8.6600,7.9700,8.1400,1688528
2022-07-08,8.1600,8.8692,8.1300,8.7600,3136615
2022-07-07,7.8400,8.4200,7.7700,8.4100,1690150
