timestamp,open,high,low,close,volume
2022-10-31,9.0200,9.1500,8.8000,9.0600,48759193
2022-10-28,8.5600,8.9500,8.4800,8.9400,42739350
2022-10-27,8.8000,8.9600,8.6400,8.6500,48689857
2022-10-26,8.5900,9.1258,8.5700,8.6700,58849841
2022-10-25,8.2700,8.6800,8.2100,8.6200,52082011
2022-10-24,8.1100,8.2800,7.9150,8.2200,51101539
2022-10-21,7.9300,8.2200,7.7900,8.2000,57280988
2022-10-20,7.7200,8.2900,7.7100,8.0000,59658489
2022-10-19,8.0200,8.1400,7.6200,7.6800,70897597
2022-10-18,7.7000,8.2400,7.6800,8.0800,116496330
2022-10-17,7.3800,7.4650,7.1700,7.2700,52393743
2022-10-14,7.2700,7.4300,7.0100,7.1300,63745093
2022-10-13,6.9900,7.3200,6.8500,7.1000,81275562
2022-10-12,6.6400,7.3900,6.5500,7.3100,97735728
2022-10-11,6.4200,6.7350,6.1100,6.6400,73379047
2022-10-10,6.7300,6.8200,6.1500,6.3800,82505734
2022-10-07,6.9000,6.9886,6.5700,6.7600,82260244
2022-10-06,7.3700,7.6100,6.9700,6.9800,86819880
2022-10-05,7.4700,7.5700,7.1700,7.4300,82831486
2022-10-04,7.1000,7.8200,7.0800,7.7600,117870545
2022-10-03,7.1700,7.1900,6.5800,6.8500,104262123
2022-09-30,8.4500,8.5100,7.0100,7.0300,237674809
2022-09-29,9.6100,9.6600,9.0200,9.1600,57340593
2022-09-28,9.2000,9.8500,9.1300,9.8300,65649267
2022-09-27,9.2000,9.5500,9.0200,9.2200,64007823
2022-09-26,8.9900,9.3600,8.8800,8.9000,56042304
2022-09-23,9.2300,9.3400,8.7350,8.9500,79394414
2022-09-22,9.7400,9.9300,9.4000,9.6400,61789891
2022-09-21,10.3200,10.3600,9.7000,9.7100,67793071
2022-09-20,10.8800,10.9891,10.4000,10.4200,47008436
2022-09-19,10.6600,11.1400,10.6200,10.7800,37564559
2022-09-16,10.7100,10.8100,10.4600,10.7600,47810831
2022-09-15,10.4600,11.1893,10.4500,10.9200,59124115
2022-09-14,10.1400,10.5900,9.9300,10.5700,38845722
2022-09-13,10.0700,10.4600,9.9600,10.2400,41934048
2022-09-12,10.5400,10.7900,10.4000,10.6000,34324752
2022-09-09,10.2300,10.5200,10.2100,10.4000,47327589
2022-09-08,9.5700,10.1000,9.5400,10.0800,41765192
2022-09-07,9.3900,9.8700,9.3900,9.8200,38557168
2022-09-06,9.5500,9.7200,9.1500,9.4400,35081850
2022-09-02,9.5900,9.7100,9.2700,9.3700,39677807
2022-09-01,9.2900,9.3600,8.9400,9.3500,43701581
2022-08-31,9.9100,9.9600,9.4500,9.4600,43196753
2022-08-30,10.0700,10.3300,9.5750,9.7700,41537670
2022-08-29,9.7600,10.0400,9.6400,9.8300,30976404
2022-08-26,10.6200,10.8601,9.9700,9.9700,46325473
2022-08-25,10.2400,10.6900,10.2100,10.5400,47824174
2022-08-24,9.5100,10.9500,9.4900,10.0500,37870257
2022-08-23,9.4800,9.7350,9.4500,9.5400,37301837
2022-08-22,9.5400,9.6300,9.3500,9.3900,35610405
2022-08-19,10.1400,10.2400,9.7000,9.8700,50379431
2022-08-18,10.5600,10.5700,10.2000,10.4500,47229453
2022-08-17,10.9700,10.9700,10.4000,10.5600,53063736
2022-08-16,10.6300,11.3800,10.4100,11.1900,59639347
2022-08-15,10.5600,10.7855,10.4200,10.7100,34057537
2022-08-12,10.7100,10.7850,10.4500,10.7200,39632884
2022-08-11,10.8400,10.9500,10.4400,10.5400,50079045
2022-08-10,9.8900,10.6100,9.8250,10.3400,71504039
2022-08-09,9.7100,9.7600,9.2600,9.4700,51552847
2022-08-08,10.0400,10.4900,9.7800,10.0100,67487725
2022-08-05,9.5300,10.0500,9.4800,9.8200,42444197
2022-08-04,9.7700,9.9400,9.6000,9.7500,40094048
2022-08-03,9.5000,9.8100,9.4650,9.7900,45506542
2022-08-02,8.7700,9.6400,8.6700,9.3500,56616001
2022-08-01,8.9000,8.9800,8.5700,8.9200,54740890
2022-07-29,9.0100,9.1800,8.7700,9.0600,40901848
2022-07-28,8.9700,9.3800,8.5700,9.1000,58406704
2022-07-27,8.7900,8.8900,8.4700,8.8500,66105573
2022-07-26,9.0700,9.0950,8.4600,8.5000,68820155
2022-07-25,9.2600,9.2900,8.8400,9.1800,54848248
2022-07-22,9.9000,9.9900,9.1500,9.2600,100507947
2022-07-21,9.6700,9.9050,9.4200,9.8500,144224999
2022-07-20,10.3400,11.1000,10.2800,11.0900,69920813
2022-07-19,10.0200,10.4100,9.9850,10.3600,60355896
2022-07-18,9.4300,10.1200,9.4300,9.6500,66343658
2022-07-15,8.8800,9.1900,8.7101,9.1800,44346741
2022-07-14,8.8200,9.0000,8.6500,8.7100,40652894
2022-07-13,8.7300,9.1300,8.6500,9.0000,41433726
2022-07-12,8.4800,9.2700,8.4300,9.1300,65626099
2022-07-11,8.9600,8.9694,8.4600,8.4900,40238534
2022-07-08,9.2100,9.4300,8.9400,9.0100,45688269
2022-07-07,8.9500,9.4500,8.9300,9.3300,46116053
2022-07-06,9.2500,9.5261,8.7000,8.7400,52642249
2022-07-05,8.5400,9.4095,8.1500,9.3800,69413818
2022-07-01,8.6100,8.9700,8.5300,8.8200,51985534
2022-06-30,8.6600,8.8100,8.1000,8.6500,74706494
2022-06-29,9.4900,9.6000,8.6600,8.8700,109730934
2022-06-28,10.4900,11.0500,10.3100,10.3300,46364013
2022-06-27,10.7300,10.8083,10.1800,10.5500,52876826
2022-06-24,9.7200,10.8800,9.4800,10.8500,85277294
2022-06-23,9.6200,9.7450,9.2200,9.6500,48309630
2022-06-22,9.3600,9.8300,9.2800,9.6200,38718349
2022-06-21,9.6900,9.7900,9.4300,9.5700,49067167
2022-06-17,8.9100,9.6400,8.7500,9.6000,69584390
2022-06-16,9.4300,9.4900,8.7000,8.7500,76859093
2022-06-15,9.6400,10.0200,9.5100,9.8400,67274103
2022-06-14,10.0099,10.1700,9.4101,9.5200,59250229
2022-06-13,10.5300,10.5400,9.7700,9.9100,71268972
2022-06-10,11.5600,12.0700,11.0350,11.0500,67461680
2022-06-09,12.8200,12.8500,11.7300,11.7300,63378715
