timestamp,open,high,low,close,volume
2022-10-31,29.0800,29.1800,28.0500,28.4300,59307164
2022-10-28,28.1750,29.2186,27.8600,29.0700,91695696
2022-10-27,27.4500,27.5900,26.1300,26.2700,56305125
2022-10-26,27.1900,27.8000,26.9900,27.2100,37153931
2022-10-25,27.1800,27.5550,27.0000,27.4100,32205300
2022-10-24,26.7500,27.4800,26.5200,27.1800,43831588
2022-10-21,25.8500,27.0500,25.7900,26.9700,53058711
2022-10-20,26.1500,26.9500,25.9450,26.0800,33247689
2022-10-19,25.7350,26.2500,25.6900,26.0000,33882274
2022-10-18,26.7400,26.9550,25.5400,25.8700,51126851
2022-10-17,26.3100,26.7500,26.1713,26.4200,39416474
2022-10-14,26.4600,26.6300,25.7600,25.9100,48185367
2022-10-13,24.7250,26.8350,24.5900,26.4200,62447044
2022-10-12,25.0500,25.5200,24.6600,25.3300,39634056
2022-10-11,25.0100,25.4800,24.6900,25.0400,48134930
2022-10-10,25.9400,25.9900,25.0900,25.2000,43409338
2022-10-07,26.1700,26.2750,25.6510,25.7200,57215513
2022-10-06,27.4400,27.7600,27.0000,27.1800,33985131
2022-10-05,27.3650,27.8400,26.8900,27.6400,30119962
2022-10-04,27.4250,27.7950,27.0900,27.7000,42427480
2022-10-03,26.3300,27.2500,26.0650,26.9700,44096180
2022-09-30,26.3000,26.5700,25.7400,25.7700,43820964
2022-09-29,26.7800,26.7800,26.1850,26.3800,41831294
2022-09-28,26.8600,27.2800,26.6000,27.1300,40433354
2022-09-27,27.4000,27.5950,26.6200,26.8900,44121431
2022-09-26,27.5600,27.6995,26.8600,26.9700,44786413
2022-09-23,27.9000,27.9000,27.1900,27.5200,43491060
2022-09-22,28.4000,28.5000,28.0400,28.0700,35531772
2022-09-21,29.1500,29.5900,28.4600,28.4700,39977313
2022-09-20,29.0650,29.1650,28.7100,28.9600,31129028
2022-09-19,29.0200,29.5000,28.9000,29.4400,33151882
2022-09-16,28.7000,29.3200,28.4200,29.2400,72747992
2022-09-15,29.1500,29.4100,28.7100,28.8400,39919105
