timestamp,open,high,low,close,volume
2022-10-31,149.7700,150.5800,145.5400,146.0800,3159915
2022-10-28,145.9600,152.1900,145.0000,151.6600,2552031
2022-10-27,149.3300,151.8600,144.8600,145.1200,2197887
2022-10-26,146.6900,152.6400,144.1400,147.2800,2023382
2022-10-25,145.4400,148.7900,144.8100,148.7400,2831861
2022-10-24,144.0100,145.7700,140.4500,144.9400,1921732
2022-10-21,138.7100,145.5900,137.5100,145.2500,2496459
2022-10-20,142.0800,143.7400,138.5750,139.0400,2895772
2022-10-19,140.3700,143.9750,139.8300,141.3200,2160432
2022-10-18,143.4400,146.4754,137.7300,140.9500,2218572
2022-10-17,141.8100,143.1650,139.5000,141.2700,1972101
2022-10-14,144.9000,145.5400,137.0800,138.0900,2893033
2022-10-13,134.1900,145.2400,132.0800,143.1700,3307402
2022-10-12,142.5500,143.7900,140.1300,140.2800,2066889
2022-10-11,145.0000,145.7750,141.5622,143.7500,3004364
2022-10-10,151.7400,151.9600,146.0800,147.5000,1812098
2022-10-07,154.8700,154.8700,150.3622,151.7500,2753027
2022-10-06,161.2600,163.7850,158.8700,158.9900,1559992
2022-10-05,156.8300,162.3500,155.1300,161.2400,1904454
2022-10-04,156.4800,159.9600,155.4900,159.8900,2392218
2022-10-03,149.5200,153.9000,147.8000,151.9600,2415512
2022-09-30,149.7500,152.7900,147.4300,147.5100,2112798
2022-09-29,153.9600,155.0400,146.9500,151.0100,2841081
2022-09-28,152.9500,157.1000,152.2700,156.4400,2103774
2022-09-27,154.4100,156.5000,150.7500,153.5100,1741513
2022-09-26,153.0500,154.9631,151.2400,151.9500,2167962
2022-09-23,152.7300,153.3700,148.4200,152.9400,2680335
2022-09-22,158.9200,159.9000,154.1600,155.1300,2088120
2022-09-21,161.8500,166.7100,159.1300,159.1700,1528456
2022-09-20,160.3500,162.5500,159.5050,160.9000,1358006
2022-09-19,158.2700,163.3800,157.8100,163.1000,1582357
2022-09-16,158.5600,160.6750,156.8550,159.9400,2506530
