timestamp,open,high,low,close,volume
2022-10-31,226.1900,229.8500,221.9400,227.5400,61177162
2022-10-28,225.4000,228.8600,216.3500,228.5200,69152386
2022-10-27,229.7700,233.8100,222.8500,225.0900,61638824
2022-10-26,219.4000,230.6000,218.2000,224.6400,85327078
2022-10-25,210.1000,224.3498,210.0000,222.4150,96507870
2022-10-24,205.8200,213.5000,198.5863,211.2500,100446765
2022-10-21,206.4150,214.6600,203.8000,214.4400,75713754
2022-10-20,208.2800,215.5500,202.0000,207.2800,117798062
2022-10-19,219.8000,222.9300,217.7800,222.0400,66571479
2022-10-18,229.5000,229.8200,217.2500,220.1900,75891905
2022-10-17,210.0400,221.8600,209.4500,219.3500,79428810
2022-10-14,224.0100,226.2600,204.1600,204.9900,94124511
2022-10-13,208.3000,222.9900,206.2200,221.7200,91483045
2022-10-12,215.3300,219.2999,211.5100,217.2400,66860699
2022-10-11,220.9450,225.7500,215.0000,216.5000,77013202
2022-10-10,223.9300,226.9900,218.3582,222.9600,67925018
2022-10-07,233.9350,234.5715,222.0200,223.0700,83916800
2022-10-06,239.4400,244.5800,235.3500,238.1300,69298437
2022-10-05,245.0100,246.6697,233.2700,240.8100,86982673
2022-10-04,250.5200,257.5000,242.0100,249.4400,109578535
2022-10-03,254.5000,255.1600,241.0100,242.4000,98363541
2022-09-30,266.1450,275.5700,262.4700,265.2500,67726598
2022-09-29,282.7600,283.6500,265.7800,268.2100,77620642
2022-09-28,283.0800,289.0000,277.5700,287.8100,54664809
2022-09-27,283.8400,288.6700,277.5100,282.9400,61925185
2022-09-26,271.8300,284.0900,270.3100,276.0100,58076913
2022-09-23,283.0900,284.5000,272.8200,275.3300,63748362
2022-09-22,299.8600,301.2900,285.8200,288.5900,70107683
2022-09-21,308.2900,313.8000,300.6300,300.8000,62555656
2022-09-20,306.9100,313.3300,305.5800,308.7300,61642783
2022-09-19,300.0900,309.8400,297.8000,309.0700,60231156
2022-09-16,299.6050,303.7100,295.6005,303.3500,87087786
2022-09-15,301.8250,309.1200,300.7247,303.7500,64795523
2022-09-14,292.2400,306.0000,291.6400,302.6100,72628653
2022-09-13,292.9000,297.3999,290.4000,292.1300,68229619
2022-09-12,300.7200,305.4900,300.4000,304.4200,48674604
2022-09-09,291.6700,299.8500,291.2450,299.6800,54470854
2022-09-08,281.3000,289.5000,279.7600,289.2600,53713124
2022-09-07,273.1000,283.8400,272.2700,283.7000,50028916
2022-09-06,272.6750,275.9900,265.7400,274.4200,55605247
2022-09-02,281.0650,282.3500,269.0800,270.2100,50890090
2022-09-01,272.5750,277.5800,266.1500,277.1600,54287024
2022-08-31,280.6200,281.2500,271.8100,275.6100,52107337
2022-08-30,287.8650,288.4800,272.6500,277.7000,50541759
2022-08-29,282.8300,287.7400,280.7000,284.8200,41548729
2022-08-26,297.4300,302.0000,287.4700,288.0900,57163947
2022-08-25,302.3600,302.9600,291.6000,296.0700,52827378
2022-08-24,892.6900,910.9400,889.5000,891.2900,19086572
2022-08-23,874.3600,896.4799,863.7700,889.3600,21328348
2022-08-22,875.7400,877.2000,858.8900,869.7400,18614449
2022-08-19,897.0000,901.0800,877.5000,890.0000,20465129
2022-08-18,918.0000,919.5000,905.5600,908.6100,15833512
2022-08-17,910.1900,928.9700,900.1000,911.9900,22921990
2022-08-16,935.0000,944.0000,908.6500,919.6900,29378774
2022-08-15,905.3600,939.4000,903.6900,927.9600,29786389
2022-08-12,868.2450,900.4800,855.1000,900.0900,26552429
2022-08-11,889.5400,894.7100,857.5000,859.8900,23385015
2022-08-10,891.2000,892.5300,850.1100,883.0700,31639624
2022-08-09,870.8800,877.1900,838.0600,850.0000,28748227
2022-08-08,885.0000,915.6000,867.2562,871.2700,33121758
2022-08-05,908.0100,913.8199,856.6340,864.5100,37724299
2022-08-04,933.0000,940.8200,915.0000,925.9000,24085439
2022-08-03,915.0000,928.6500,903.4500,922.1900,26697035
2022-08-02,882.0100,923.5000,878.0000,901.7600,31859156
2022-08-01,903.8250,935.6347,885.0000,891.8300,39014296
2022-07-29,842.1000,894.9600,837.3000,891.4500,31770961
2022-07-28,840.2000,849.9000,818.4000,842.7000,28240997
2022-07-27,791.4300,827.7768,785.3701,824.4600,29369996
2022-07-26,799.5400,801.9299,768.7900,776.5800,22273586
2022-07-25,816.6500,822.4400,802.2000,805.3000,21357835
2022-07-22,828.6600,842.3600,812.1400,816.7300,34490949
2022-07-21,765.3200,819.8000,764.6000,815.1200,47344059
2022-07-20,740.3500,751.9900,730.4490,742.5000,29621363
2022-07-19,735.0000,741.4200,710.9300,736.5900,26963370
2022-07-18,734.8100,751.5500,718.8100,721.6400,27512476
2022-07-15,720.0000,730.8699,710.6700,720.2000,23227673
2022-07-14,704.6900,715.9600,688.0000,714.9400,26185833
2022-07-13,676.5000,726.1799,675.1000,711.1200,32651499
2022-07-12,710.5400,719.3200,685.1050,699.2100,29310320
2022-07-11,756.3100,759.1900,700.8800,703.0300,33169740
2022-07-08,727.0000,764.9399,723.4843,752.2900,33951362
2022-07-07,701.7600,736.0850,696.6300,733.6300,27310230
2022-07-06,692.3400,703.6900,681.5600,695.2000,23951210
2022-07-05,669.0000,699.4400,648.5001,699.2000,28259704
2022-07-01,681.0000,690.6900,666.3601,681.7900,24820148
2022-06-30,673.5300,688.3700,656.5900,673.4200,31533484
2022-06-29,691.5000,693.5200,666.8200,685.4700,27632418
2022-06-28,733.4500,749.9100,697.0300,697.9900,30222167
2022-06-27,748.1000,756.2100,727.6966,734.7600,29726104
2022-06-24,712.4050,738.2000,708.2600,737.1200,31923565
2022-06-23,713.7150,717.9500,685.9100,705.2100,34734226
2022-06-22,703.5100,740.5000,701.4800,708.2600,33842420
2022-06-21,673.8100,730.7321,673.0000,711.1100,40930985
2022-06-17,640.3000,662.9082,639.5900,650.2800,30880590
2022-06-16,668.2100,675.5000,626.0800,639.3000,35796900
2022-06-15,662.7500,706.9899,654.4500,699.0000,39710645
2022-06-14,654.8600,678.9900,635.2100,662.6700,32662932
2022-06-13,669.5000,679.9000,644.0500,647.2100,34255754
2022-06-10,705.4700,718.5000,683.7400,696.6900,32696966
2022-06-09,748.0200,766.6399,717.9800,719.1200,32163769
